Etiqueta de rotatividade,Duração da conta (em meses),Chamadas locais,Minutos Local,Chamadas internacionais,Minutos Internacional,Plano Internacional Ativo,Plano internacional,Tarifas internacionais extras,Chamadas de atendimento ao cliente,Média mensal de GB para download,Plano de Dados Ilimitado,Cobranças extras de dados,Estado,Gênero,Idade,Menos de 30,Idoso,Grupo,Número de Clientes por Grupo,Proteção de Dispositivo & Online Backup,Tipo de Contrato,Modo de Pagamento,Cobrança Mensal,Total de Cobranças,Categoria de Rotatividade,Motivo da Rotatividade
Não,13,22,93.4,0.0,0.0,Não,Não,0.0,0,5,Sim,0,VA,Feminino,66,Não,Sim,Não,0,Sim,Anual,Débito Automático,32,429,,
Não,4,23,50.8,0.0,0.0,Não,Não,0.0,0,6,Sim,0,SC,Prefer not to say,70,Não,Sim,Não,0,Não,Anual,Débito Automático,34,123,,
Não,39,124,272.7,0.0,0.0,Não,Não,0.0,0,8,Não,66,RI,Masculino,34,Não,Não,Não,0,Sim,Anual,Cheque,38,1478,,
Não,43,292,694.7,0.0,0.0,Não,Não,0.0,0,24,Sim,0,NM,Masculino,30,Não,Não,Não,0,Sim,Anual,Débito Automático,41,1798,,
Não,49,220,592.9,0.0,0.0,Não,Não,0.0,0,15,Sim,0,OR,Feminino,27,Sim,Não,Não,0,Sim,Anual,Débito Automático,37,1819,,
Não,31,151,346.1,0.0,0.0,Não,Não,0.0,0,3,Sim,0,MI,Masculino,60,Não,Não,Não,0,Sim,Anual,Cartão de Crédito,39,1223,,
Não,10,51,136.2,30.0,109.0,Sim,Sim,0.0,0,0,Não,0,TX,Masculino,29,Sim,Não,Não,0,Não,Mensal,Cartão de Crédito,10,93,,
Não,69,123,275.7,0.0,0.0,Não,Não,0.0,0,13,Sim,0,FL,Feminino,21,Sim,Não,Não,0,Sim,2 Anos,Débito Automático,34,2373,,
Não,51,84,202.6,0.0,0.0,Não,Não,0.0,0,5,Não,6,TX,Masculino,49,Não,Não,Não,0,Sim,Anual,Cartão de Crédito,54,2733,,
Não,27,89,218.4,0.0,0.0,Não,Não,0.0,0,5,Sim,0,UT,Feminino,67,Não,Sim,Não,0,Sim,Anual,Débito Automático,25,672,,
Não,55,335,767.4,0.0,0.0,Não,Não,0.0,0,5,Sim,0,NM,Masculino,84,Não,Sim,Não,0,Não,Anual,Débito Automático,56,3069,,
Não,30,92,274.4,0.0,0.0,Não,Não,0.0,0,3,Sim,0,SC,Feminino,34,Não,Não,Não,0,Não,2 Anos,Débito Automático,32,968,,
Não,44,235,666.2,0.0,0.0,Não,Não,0.0,0,2,Sim,0,NC,Feminino,61,Não,Não,Não,0,Sim,Anual,Cheque,73,3245,,
Não,63,272,1003.7,0.0,0.0,Não,Não,0.0,0,14,Sim,0,WV,Feminino,60,Não,Não,Não,0,Sim,2 Anos,Cheque,41,2574,,
Não,48,129,336.0,0.0,0.0,Não,Não,0.0,0,0,Não,0,RI,Masculino,68,Não,Sim,Não,0,Não,2 Anos,Débito Automático,15,701,,
Não,19,89,267.6,0.0,0.0,Não,Não,0.0,0,6,Não,9,NH,Feminino,65,Não,Não,Não,0,Não,Anual,Cheque,45,870,,
Não,71,507,1071.9,213.0,702.9,Sim,Sim,0.0,0,0,Não,0,MA,Feminino,33,Não,Não,Não,0,Não,2 Anos,Cartão de Crédito,15,1076,,
Não,58,280,635.2,0.0,0.0,Não,Não,0.0,0,11,Sim,0,OK,Masculino,48,Não,Não,Não,0,Não,2 Anos,Débito Automático,21,1225,,
Não,20,105,284.1,0.0,0.0,Não,Não,0.0,0,1,Sim,0,WY,Masculino,72,Não,Sim,Não,0,Não,Anual,Débito Automático,69,1404,,
Não,21,31,82.5,0.0,0.0,Não,Não,0.0,0,6,Sim,0,SD,Masculino,76,Não,Sim,Não,0,Não,Anual,Débito Automático,36,750,,
Não,14,51,154.4,0.0,0.0,Não,Não,0.0,0,1,Sim,0,AL,Masculino,50,Não,Não,Não,0,Sim,Mensal,Débito Automático,25,348,,
Não,5,31,77.5,30.0,52.5,Sim,Sim,0.0,0,21,Sim,0,VT,Feminino,24,Sim,Não,Não,0,Não,Mensal,Débito Automático,26,125,,
Não,6,31,70.3,0.0,0.0,Não,Não,0.0,0,10,Não,0,MT,Feminino,32,Não,Não,Não,0,Não,Mensal,Cheque,22,131,,
Não,10,19,48.7,0.0,0.0,Não,Não,0.0,0,3,Sim,0,MN,Feminino,43,Não,Não,Não,0,Não,Mensal,Débito Automático,30,295,,
Não,68,115,406.4,0.0,0.0,Não,Não,0.0,0,30,Sim,0,MI,Feminino,24,Sim,Não,Não,0,Não,Mensal,Cheque,20,1381,,
Não,23,146,375.5,0.0,0.0,Não,Não,0.0,0,3,Sim,0,SD,Feminino,68,Não,Sim,Não,0,Não,Anual,Cartão de Crédito,42,994,,
Não,21,72,146.3,0.0,0.0,Não,Não,0.0,0,4,Sim,0,MI,Feminino,34,Não,Não,Não,0,Não,Mensal,Débito Automático,29,610,,
Não,33,309,528.4,0.0,0.0,Não,Não,0.0,0,21,Sim,0,NE,Masculino,26,Sim,Não,Não,0,Sim,Anual,Cheque,38,1257,,
Não,22,99,201.2,0.0,0.0,Não,Não,0.0,0,4,Não,41,WI,Masculino,49,Não,Não,Não,0,Sim,Anual,Cartão de Crédito,40,898,,
Não,6,27,57.2,0.0,0.0,Não,Não,0.0,0,10,Sim,0,CT,Feminino,82,Não,Sim,Não,0,Não,Anual,Débito Automático,55,346,,
Não,11,41,100.7,0.0,0.0,Não,Não,0.0,0,0,Não,0,WI,Feminino,42,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,10,107,,
Não,1,5,9.0,0.0,0.0,Não,Não,0.0,0,0,Não,0,IN,Masculino,47,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,12,12,,
Não,34,189,545.6,0.0,0.0,Não,Não,0.0,0,1,Sim,0,AR,Masculino,78,Não,Sim,Não,0,Sim,Anual,Débito Automático,47,1591,,
Não,23,83,209.4,0.0,0.0,Não,Não,0.0,0,5,Não,74,MD,Masculino,37,Não,Não,Não,0,Não,Anual,Débito Automático,28,656,,
Não,4,12,47.3,0.0,0.0,Não,Não,0.0,0,1,Sim,0,RI,Masculino,53,Não,Não,Não,0,Sim,Mensal,Débito Automático,42,166,,
Não,68,268,749.6,0.0,0.0,Não,Não,0.0,0,4,Sim,0,IA,Feminino,47,Não,Não,Não,0,Sim,2 Anos,Cartão de Crédito,40,2732,,
Não,27,141,380.7,0.0,0.0,Não,Não,0.0,0,2,Sim,0,IN,Masculino,58,Não,Não,Não,0,Sim,2 Anos,Cartão de Crédito,44,1198,,
Não,47,145,374.1,0.0,0.0,Não,Não,0.0,0,2,Não,23,SD,Masculino,49,Não,Não,Não,0,Sim,Anual,Cartão de Crédito,30,1425,,
Não,1,3,8.0,0.0,0.0,Não,Não,0.0,0,0,Não,0,MN,Feminino,37,Não,Não,Não,0,Não,Mensal,Débito Automático,11,11,,
Não,21,61,148.3,0.0,0.0,Não,Não,0.0,0,2,Sim,0,TX,Feminino,39,Não,Não,Não,0,Não,Mensal,Débito Automático,53,1125,,
Não,43,99,297.8,0.0,0.0,Não,Não,0.0,0,7,Sim,0,VA,Feminino,27,Sim,Não,Não,0,Sim,2 Anos,Cartão de Crédito,72,3047,,
Não,5,23,49.3,0.0,0.0,Não,Não,0.0,0,3,Sim,0,MA,Feminino,65,Não,Não,Não,0,Não,Anual,Débito Automático,38,188,,
Não,52,395,671.7,0.0,0.0,Não,Não,0.0,0,8,Sim,0,MA,Masculino,25,Sim,Não,Não,0,Não,Anual,Cartão de Crédito,39,2030,,
Não,68,445,1089.5,0.0,0.0,Não,Não,0.0,0,0,Não,0,GA,Masculino,48,Não,Não,Não,0,Não,2 Anos,Cartão de Crédito,12,797,,
Não,35,144,424.4,70.0,329.0,Sim,Sim,0.0,0,5,Não,55,SD,Masculino,68,Não,Sim,Não,0,Não,Mensal,Cartão de Crédito,50,1758,,
Não,71,272,710.7,0.0,0.0,Não,Não,0.0,0,4,Sim,0,WY,Feminino,61,Não,Não,Não,0,Sim,2 Anos,Débito Automático,25,1805,,
Não,1,3,8.0,0.0,0.0,Não,Não,0.0,0,5,Sim,0,VA,Masculino,43,Não,Não,Não,0,Não,Mensal,Débito Automático,26,26,,
Não,9,32,78.2,0.0,0.0,Não,Não,0.0,0,6,Sim,0,OR,Feminino,30,Não,Não,Não,0,Não,Anual,Cartão de Crédito,19,167,,
Não,70,113,278.2,0.0,0.0,Não,Não,0.0,0,9,Sim,0,VA,Masculino,66,Não,Sim,Não,0,Não,2 Anos,Débito Automático,33,2319,,
Não,50,180,350.2,0.0,0.0,Não,Não,0.0,0,36,Sim,0,ME,Feminino,29,Sim,Não,Não,0,Não,Mensal,Cartão de Crédito,49,2468,,
Não,11,39,106.2,0.0,0.0,Não,Não,0.0,0,1,Sim,0,AL,Feminino,72,Não,Sim,Não,0,Não,Anual,Débito Automático,29,304,,
Não,18,64,160.1,0.0,0.0,Não,Não,0.0,0,6,Sim,0,AZ,Feminino,84,Não,Sim,Não,0,Sim,Anual,Cartão de Crédito,48,847,,
Não,8,24,84.3,0.0,0.0,Não,Não,0.0,0,0,Não,0,MT,Feminino,34,Não,Não,Não,0,Não,Anual,Cartão de Crédito,10,81,,
Não,47,379,745.7,0.0,0.0,Não,Não,0.0,0,11,Sim,0,AL,Masculino,30,Não,Não,Não,0,Sim,Anual,Cartão de Crédito,34,1593,,
Não,70,383,976.5,0.0,0.0,Não,Não,0.0,0,1,Sim,0,WA,Feminino,67,Não,Sim,Não,0,Sim,2 Anos,Débito Automático,47,3248,,
Não,38,176,526.6,0.0,0.0,Não,Não,0.0,0,18,Sim,0,OR,Feminino,20,Sim,Não,Não,0,Não,Mensal,Cartão de Crédito,47,1762,,
Não,33,79,301.4,0.0,0.0,Não,Não,0.0,0,3,Não,5,GA,Feminino,74,Não,Sim,Não,0,Não,Anual,Débito Automático,23,773,,
Não,73,326,943.5,0.0,0.0,Não,Não,0.0,0,4,Sim,0,MN,Feminino,57,Não,Não,Não,0,Sim,2 Anos,Cartão de Crédito,56,4087,,
Não,65,130,323.9,0.0,0.0,Não,Não,0.0,0,0,Não,0,IN,Masculino,48,Não,Não,Não,0,Não,Anual,Cartão de Crédito,11,741,,
Não,43,234,427.2,0.0,0.0,Não,Não,0.0,0,0,Não,0,SC,Feminino,42,Não,Não,Não,0,Não,Anual,Cartão de Crédito,7,296,,
Não,1,8,15.0,0.0,0.0,Não,Não,0.0,0,11,Sim,0,VA,Feminino,69,Não,Sim,Não,0,Não,Anual,Débito Automático,41,41,,
Não,67,197,402.1,0.0,0.0,Não,Não,0.0,0,0,Não,0,VT,Feminino,28,Sim,Não,Não,0,Não,2 Anos,Débito Automático,13,859,,
Não,22,140,243.9,0.0,0.0,Não,Não,0.0,0,7,Não,26,AZ,Feminino,46,Não,Não,Não,0,Não,Mensal,Débito Automático,18,393,,
Não,66,172,530.4,0.0,0.0,Não,Não,0.0,0,2,Sim,0,FL,Feminino,74,Não,Sim,Não,0,Sim,Anual,Débito Automático,37,2458,,
Não,36,81,217.7,0.0,0.0,Não,Não,0.0,0,3,Sim,0,AK,Masculino,55,Não,Não,Não,0,Sim,2 Anos,Cartão de Crédito,39,1403,,
Não,15,49,183.3,60.0,151.5,Sim,Sim,0.0,0,24,Sim,0,AR,Masculino,29,Sim,Não,Não,0,Não,Anual,Cartão de Crédito,22,338,,
Não,6,45,70.9,0.0,0.0,Não,Não,0.0,0,9,Sim,0,AR,Feminino,69,Não,Sim,Não,0,Não,Anual,Débito Automático,43,274,,
Sim,16,32,98.6,64.0,180.8,Sim,Sim,0.0,0,7,Sim,0,CA,Feminino,75,Não,Sim,Não,0,Não,Anual,Débito Automático,23,377,,
Não,65,289,583.5,0.0,0.0,Não,Não,0.0,0,8,Sim,0,NM,Masculino,29,Sim,Não,Não,0,Não,2 Anos,Débito Automático,57,3687,,
Não,41,99,248.2,0.0,0.0,Não,Não,0.0,0,6,Não,56,SC,Masculino,66,Não,Sim,Não,0,Não,Anual,Débito Automático,62,2574,,
Não,40,93,280.5,0.0,0.0,Não,Não,0.0,0,0,Sim,0,DE,Feminino,68,Não,Sim,Não,0,Não,2 Anos,Débito Automático,39,1579,,
Não,57,372,858.4,0.0,0.0,Não,Não,0.0,0,9,Sim,0,OH,Masculino,59,Não,Não,Não,0,Sim,Anual,Cartão de Crédito,20,1151,,
Não,46,76,184.1,0.0,0.0,Não,Não,0.0,0,0,Não,0,MS,Feminino,37,Não,Não,Não,0,Não,2 Anos,Cartão de Crédito,12,547,,
Não,18,82,199.0,0.0,0.0,Não,Não,0.0,0,4,Sim,0,OK,Masculino,49,Não,Não,Não,0,Não,Mensal,Débito Automático,26,477,,
Não,23,101,234.5,0.0,0.0,Não,Não,0.0,0,35,Não,53,NC,Masculino,27,Sim,Não,Não,0,Não,Mensal,Débito Automático,22,511,,
Não,1,6,15.0,0.0,0.0,Não,Não,0.0,0,0,Não,0,MD,Feminino,34,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,12,12,,
Não,71,359,635.2,0.0,0.0,Não,Não,0.0,0,3,Sim,0,KS,Masculino,64,Não,Não,Não,0,Sim,Anual,Cartão de Crédito,50,3538,,
Não,34,85,234.6,0.0,0.0,Não,Não,0.0,0,0,Não,0,NC,Prefer not to say,67,Não,Sim,Não,0,Não,Anual,Cartão de Crédito,11,380,,
Sim,23,105,348.6,23.0,285.2,Sim,Sim,0.0,0,5,Sim,0,CA,Masculino,43,Não,Não,Não,0,Não,2 Anos,Cartão de Crédito,16,364,,
Não,56,155,393.6,0.0,0.0,Não,Não,0.0,0,6,Sim,0,NY,Feminino,48,Não,Não,Não,0,Sim,Anual,Cartão de Crédito,39,2214,,
Não,38,176,569.2,0.0,0.0,Não,Não,0.0,0,10,Sim,0,AZ,Masculino,28,Sim,Não,Não,0,Não,Mensal,Cartão de Crédito,54,2043,,
Não,43,107,215.2,0.0,0.0,Não,Não,0.0,0,27,Não,15,SD,Feminino,32,Não,Não,Não,0,Sim,Anual,Cartão de Crédito,40,1738,,
Não,1,5,10.0,0.0,0.0,Não,Não,0.0,0,3,Sim,0,DC,Masculino,30,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,13,13,,
Não,59,326,947.5,118.0,678.5,Sim,Sim,0.0,0,3,Sim,0,MO,Feminino,56,Não,Não,Não,0,Sim,2 Anos,Débito Automático,54,3175,,
Não,16,40,97.5,0.0,0.0,Não,Não,0.0,0,1,Sim,0,KS,Masculino,40,Não,Não,Não,0,Sim,Anual,Débito Automático,44,720,,
Não,39,150,387.4,0.0,0.0,Não,Não,0.0,0,4,Sim,0,SD,Feminino,57,Não,Não,Não,0,Sim,Anual,Débito Automático,38,1480,,
Não,73,101,292.1,292.0,416.1,Sim,Sim,0.0,0,8,Sim,0,OR,Masculino,75,Não,Sim,Não,0,Sim,2 Anos,Débito Automático,23,1698,,
Não,47,153,375.0,0.0,0.0,Não,Não,0.0,0,1,Sim,0,OH,Masculino,63,Não,Não,Não,0,Sim,2 Anos,Débito Automático,60,2811,,
Não,43,227,557.6,0.0,0.0,Não,Não,0.0,0,3,Não,35,NH,Feminino,49,Não,Não,Não,0,Sim,Anual,Débito Automático,24,1021,,
Não,45,87,179.8,0.0,0.0,Não,Não,0.0,0,5,Sim,0,WI,Masculino,54,Não,Não,Não,0,Sim,Mensal,Cartão de Crédito,35,1564,,
Não,27,42,108.6,0.0,0.0,Não,Não,0.0,0,5,Sim,0,WV,Feminino,53,Não,Não,Não,0,Não,Mensal,Débito Automático,55,1480,,
Não,27,182,381.3,0.0,0.0,Não,Não,0.0,0,7,Sim,0,MA,Masculino,74,Não,Sim,Não,0,Sim,Anual,Débito Automático,44,1188,,
Não,2,12,26.2,0.0,0.0,Não,Não,0.0,0,11,Sim,0,MD,Feminino,78,Não,Sim,Não,0,Não,Anual,Débito Automático,23,47,,
Não,18,97,277.0,0.0,0.0,Não,Não,0.0,0,0,Não,0,PA,Feminino,46,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,7,125,,
Não,41,78,207.5,0.0,0.0,Não,Não,0.0,0,5,Não,56,WI,Feminino,81,Não,Sim,Não,0,Não,Anual,Débito Automático,54,2256,,
Não,66,541,927.5,0.0,0.0,Não,Não,0.0,0,8,Sim,0,TN,Feminino,59,Não,Não,Não,0,Sim,2 Anos,Cartão de Crédito,57,3773,,
Não,34,149,369.8,0.0,0.0,Não,Não,0.0,0,10,Sim,0,TX,Masculino,83,Não,Sim,Não,0,Sim,Anual,Débito Automático,39,1305,,
Não,33,108,198.2,0.0,0.0,Não,Não,0.0,0,2,Sim,0,IL,Masculino,71,Não,Sim,Não,0,Sim,Anual,Débito Automático,35,1167,,
Não,21,53,165.6,0.0,0.0,Não,Não,0.0,0,0,Não,0,DC,Feminino,47,Não,Não,Não,0,Não,Anual,Cartão de Crédito,8,171,,
Não,32,112,284.4,0.0,0.0,Não,Não,0.0,0,0,Não,0,GA,Feminino,45,Não,Não,Não,0,Não,Anual,Débito Automático,7,235,,
Não,12,64,142.3,0.0,0.0,Não,Não,0.0,0,0,Não,0,ID,Feminino,56,Não,Não,Não,0,Não,Anual,Cartão de Crédito,8,92,,
Não,69,437,895.1,0.0,0.0,Não,Não,0.0,0,5,Não,12,KY,Feminino,48,Não,Não,Não,0,Não,Anual,Débito Automático,27,1880,,
Não,21,92,255.5,0.0,0.0,Não,Não,0.0,0,0,Não,0,OH,Masculino,66,Não,Sim,Não,0,Não,2 Anos,Cartão de Crédito,12,247,,
Não,74,149,370.9,370.0,688.2,Sim,Sim,0.0,0,0,Não,0,WI,Masculino,38,Não,Não,Não,0,Não,2 Anos,Cartão de Crédito,13,963,,
Não,61,88,243.7,0.0,0.0,Não,Não,0.0,0,10,Sim,0,IL,Masculino,63,Não,Não,Não,0,Sim,Anual,Débito Automático,58,3520,,
Não,44,155,392.4,0.0,0.0,Não,Não,0.0,0,0,Não,0,NV,Feminino,59,Não,Não,Não,0,Não,Anual,Débito Automático,9,381,,
Não,29,147,401.4,0.0,0.0,Não,Não,0.0,0,9,Sim,0,NE,Feminino,60,Não,Não,Não,0,Não,Mensal,Débito Automático,45,1281,,
Não,51,117,307.2,0.0,0.0,Não,Não,0.0,0,17,Não,0,MS,Masculino,23,Sim,Não,Não,0,Sim,Mensal,Débito Automático,44,2251,,
Não,50,226,602.1,0.0,0.0,Não,Não,0.0,0,11,Sim,0,OR,Feminino,69,Não,Sim,Não,0,Não,Anual,Débito Automático,33,1651,,
Não,69,384,903.4,138.0,345.0,Sim,Sim,0.0,0,8,Sim,0,DE,Masculino,23,Sim,Não,Não,0,Sim,2 Anos,Débito Automático,42,2926,,
Não,7,22,44.3,0.0,0.0,Não,Não,0.0,0,1,Sim,0,MN,Feminino,65,Não,Sim,Não,0,Não,Mensal,Débito Automático,39,285,,
Não,28,57,168.9,0.0,0.0,Não,Não,0.0,0,12,Não,39,NJ,Masculino,45,Não,Não,Não,0,Sim,Anual,Cartão de Crédito,63,1766,,
Não,43,193,518.5,0.0,0.0,Não,Não,0.0,0,0,Não,0,IN,Masculino,58,Não,Não,Não,0,Não,Anual,Cartão de Crédito,16,706,,
Não,11,54,110.4,0.0,0.0,Não,Não,0.0,0,5,Sim,0,DC,Feminino,30,Não,Não,Não,0,Sim,Mensal,Débito Automático,24,260,,
Não,55,150,329.7,220.0,599.5,Sim,Sim,0.0,0,10,Sim,0,MA,Feminino,80,Não,Sim,Não,0,Não,Anual,Débito Automático,28,1515,,
Não,51,285,460.4,0.0,0.0,Não,Não,0.0,0,5,Sim,0,ME,Masculino,76,Não,Sim,Não,0,Sim,Anual,Débito Automático,37,1904,,
Não,18,115,295.2,0.0,0.0,Não,Não,0.0,0,8,Sim,0,AZ,Masculino,27,Sim,Não,Não,0,Não,Mensal,Débito Automático,46,844,,
Não,68,326,1092.0,0.0,0.0,Não,Não,0.0,0,8,Não,69,OR,Feminino,53,Não,Não,Não,0,Não,Anual,Débito Automático,37,2521,,
Não,73,409,1100.7,0.0,0.0,Não,Não,0.0,0,10,Sim,0,NE,Feminino,54,Não,Não,Não,0,Sim,2 Anos,Cartão de Crédito,36,2654,,
Não,2,6,20.1,0.0,0.0,Não,Não,0.0,0,25,Sim,0,MI,Masculino,33,Não,Não,Não,0,Sim,Mensal,Débito Automático,27,61,,
Não,46,264,728.7,0.0,0.0,Não,Não,0.0,0,0,Não,0,PA,Masculino,21,Sim,Não,Não,0,Não,2 Anos,Débito Automático,11,513,,
Não,27,151,372.9,0.0,0.0,Não,Não,0.0,0,15,Sim,0,MT,Feminino,49,Não,Não,Não,0,Sim,Mensal,Cartão de Crédito,18,475,,
Não,35,74,207.2,0.0,0.0,Não,Não,0.0,0,0,Não,0,NM,Masculino,26,Sim,Não,Não,0,Não,Anual,Débito Automático,13,456,,
Não,74,282,965.2,0.0,0.0,Não,Não,0.0,0,2,Sim,0,OH,Masculino,56,Não,Não,Não,0,Sim,2 Anos,Cartão de Crédito,38,2843,,
Não,35,59,175.9,0.0,0.0,Não,Não,0.0,0,26,Não,9,WY,Masculino,29,Sim,Não,Não,0,Não,Mensal,Débito Automático,39,1383,,
Não,1,7,16.0,0.0,0.0,Não,Não,0.0,0,4,Sim,0,MI,Masculino,63,Não,Não,Não,0,Sim,Mensal,Cartão de Crédito,27,27,,
Não,50,283,749.0,0.0,0.0,Não,Não,0.0,0,7,Sim,0,FL,Feminino,81,Não,Sim,Não,0,Não,Anual,Cartão de Crédito,45,2229,,
Não,53,261,580.4,0.0,0.0,Não,Não,0.0,0,9,Sim,0,AR,Feminino,61,Não,Não,Não,0,Sim,Anual,Cartão de Crédito,41,2188,,
Não,37,201,548.1,259.0,355.2,Sim,Sim,0.0,0,8,Sim,0,WI,Feminino,57,Não,Não,Não,0,Não,Mensal,Débito Automático,51,1856,,
Não,51,356,811.3,0.0,0.0,Não,Não,0.0,0,0,Não,0,NM,Feminino,33,Não,Não,Não,0,Não,2 Anos,Débito Automático,9,480,,
Não,72,409,1082.2,0.0,0.0,Não,Não,0.0,0,6,Sim,0,ID,Masculino,50,Não,Não,Não,0,Não,2 Anos,Débito Automático,49,3551,,
Não,67,196,465.6,335.0,837.5,Sim,Não,209.4,0,0,Não,0,AL,Feminino,51,Não,Não,Não,0,Não,Anual,Cheque,16,1055,,
Não,22,46,132.9,44.0,215.6,Sim,Não,71.9,0,9,Sim,0,KS,Feminino,83,Não,Sim,Não,0,Sim,Anual,Cheque,35,769,,
Não,60,335,892.6,180.0,498.0,Sim,Não,249.0,0,0,Sim,0,SD,Masculino,33,Não,Não,Não,0,Sim,Mensal,Débito Automático,26,1520,,
Não,58,332,929.8,58.0,643.8,Sim,Não,214.6,0,0,Não,0,OH,Feminino,22,Sim,Não,Não,0,Não,2 Anos,Cheque,9,501,,
Não,24,110,263.5,48.0,355.2,Sim,Não,88.8,0,2,Não,19,MA,Feminino,47,Não,Não,Não,0,Sim,Mensal,Débito Automático,36,851,,
Não,30,103,298.0,60.0,279.0,Sim,Não,69.8,0,8,Sim,0,AZ,Masculino,38,Não,Não,Não,0,Sim,Anual,Débito Automático,61,1826,,
Não,29,165,469.2,203.0,281.3,Sim,Não,70.3,0,11,Sim,0,KY,Feminino,24,Sim,Não,Não,0,Sim,2 Anos,Débito Automático,40,1166,,
Não,2,5,13.3,6.0,12.0,Sim,Não,2.4,0,0,Não,0,DC,Masculino,48,Não,Não,Não,0,Não,Mensal,Cheque,9,17,,
Não,1,4,7.0,3.0,11.0,Sim,Não,2.2,0,14,Sim,0,WA,Masculino,59,Não,Não,Não,0,Não,Mensal,Débito Automático,31,31,,
Não,23,35,93.0,207.0,220.8,Sim,Não,110.4,0,20,Sim,0,RI,Feminino,23,Sim,Não,Não,0,Não,Mensal,Débito Automático,46,1076,,
Não,72,351,1158.8,360.0,612.0,Sim,Não,153.0,0,3,Não,72,ND,Masculino,80,Não,Sim,Não,0,Sim,2 Anos,Débito Automático,63,4561,,
Não,70,157,349.5,210.0,952.0,Sim,Sim,0.0,0,15,Sim,0,NV,Masculino,25,Sim,Não,Não,0,Não,2 Anos,Cheque,17,1192,,
Não,64,154,384.2,320.0,672.0,Sim,Não,134.4,0,3,Sim,0,FL,Masculino,70,Não,Sim,Não,0,Sim,2 Anos,Débito Automático,39,2500,,
Não,73,213,661.1,292.0,846.8,Sim,Não,169.4,0,6,Sim,0,MD,Masculino,31,Não,Não,Não,0,Não,Anual,Débito Automático,31,2244,,
Não,44,348,567.1,220.0,488.4,Sim,Não,244.2,0,0,Não,0,AZ,Feminino,45,Não,Não,Não,0,Não,2 Anos,Cheque,8,357,,
Não,16,74,176.1,32.0,169.6,Sim,Não,42.4,0,0,Não,0,NE,Feminino,68,Não,Sim,Não,0,Não,Anual,Cheque,7,110,,
Não,8,33,56.4,24.0,50.4,Sim,Não,12.6,0,21,Sim,0,IL,Masculino,26,Sim,Não,Não,0,Sim,Mensal,Cheque,45,366,,
Não,25,89,294.5,100.0,155.0,Sim,Não,51.7,0,2,Não,43,WV,Masculino,54,Não,Não,Não,0,Não,Mensal,Cheque,21,524,,
Não,21,65,184.7,84.0,170.1,Sim,Não,85.1,0,5,Sim,0,MD,Feminino,71,Não,Sim,Não,0,Não,Anual,Débito Automático,53,1090,,
Não,74,385,1032.7,962.0,984.2,Sim,Não,328.1,0,3,Sim,0,GA,Feminino,54,Não,Não,Não,0,Sim,Anual,Débito Automático,52,3869,,
Não,14,83,183.7,42.0,179.2,Sim,Sim,0.0,0,6,Não,0,MA,Feminino,68,Não,Sim,Não,0,Não,Mensal,Débito Automático,52,740,,
Não,70,284,770.0,140.0,735.0,Sim,Não,183.8,0,24,Sim,0,IN,Masculino,26,Sim,Não,Não,0,Sim,2 Anos,Débito Automático,48,3342,,
Não,10,14,40.0,0.0,0.0,Não,Não,0.0,0,5,Sim,0,VT,Feminino,46,Não,Não,Não,0,Sim,2 Anos,Débito Automático,25,255,,
Não,2,9,25.2,12.0,28.6,Sim,Sim,0.0,0,13,Sim,0,AL,Feminino,67,Não,Sim,Não,0,Não,Mensal,Débito Automático,30,59,,
Não,61,98,304.7,122.0,359.9,Sim,Não,90.0,0,4,Sim,0,RI,Masculino,70,Não,Sim,Não,0,Não,Anual,Débito Automático,38,2305,,
Não,1,4,10.0,4.0,8.2,Sim,Não,4.1,0,0,Não,0,MD,Masculino,34,Não,Não,Não,0,Não,Mensal,Cheque,13,13,,
Sim,29,113,205.2,116.0,232.0,Sim,Não,116.0,0,8,Sim,0,CA,Masculino,31,Não,Não,Não,0,Não,Mensal,Cheque,30,872,,
Não,71,195,635.3,213.0,844.9,Sim,Não,169.0,0,0,Não,0,AL,Feminino,44,Não,Não,Não,0,Não,2 Anos,Débito Automático,9,656,,
Não,34,110,268.3,238.0,428.4,Sim,Não,85.7,0,7,Sim,0,SD,Masculino,62,Não,Não,Não,0,Sim,Anual,Cartão de Crédito,49,1658,,
Não,70,250,773.7,350.0,525.0,Sim,Não,131.3,0,6,Sim,0,FL,Feminino,78,Não,Sim,Não,0,Não,2 Anos,Cartão de Crédito,45,3191,,
Não,70,306,905.8,350.0,1225.0,Sim,Sim,0.0,0,3,Sim,0,MI,Feminino,48,Não,Não,Não,0,Não,Anual,Débito Automático,41,2887,,
Não,69,204,554.1,828.0,855.6,Sim,Não,285.2,0,15,Não,45,NM,Masculino,23,Sim,Não,Não,0,Sim,2 Anos,Cartão de Crédito,50,3493,,
Não,1,6,12.0,5.0,9.6,Sim,Não,3.2,0,0,Não,0,MS,Feminino,46,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,13,13,,
Não,19,96,250.7,57.0,233.7,Sim,Não,46.7,0,3,Sim,0,VT,Masculino,83,Não,Sim,Não,0,Sim,Anual,Cartão de Crédito,39,751,,
