Etiqueta de rotatividade,Duracao da conta (em meses),Chamadas locais,Minutos Local,Chamadas internacionais,Minutos Internacional,Plano Internacional Ativo,Plano internacional,Tarifas internacionais extras,Chamadas de atendimento ao cliente,Media mensal de GB para download,Plano de Dados Ilimitado,Cobrancas extras de dados,Estado,Genero,Idade,Menos de 30,Idoso,Grupo,Numero de Clientes por Grupo,Protecao de Dispositivo & Online Backup,Tipo de Contrato,Modo de Pagamento,Cobranca Mensal,Total de Cobrancas,Categoria de Rotatividade,Motivo da Rotatividade
Nao,48,60,192.6,0.0,0.0,Nao,Nao,0.0,0,26,Nao,57,KY,Feminino,22,Sim,Nao,Nao,0,Nao,2 Anos,Cartao de Credito,31,1509,,
Nao,53,297,746.8,106.0,556.5,Sim,Sim,0.0,0,1,Sim,0,MD,Masculino,53,Nao,Nao,Nao,0,Nao,2 Anos,Cartao de Credito,65,3452,,
Nao,51,226,609.3,306.0,561.0,Sim,Sim,0.0,0,11,Sim,0,OH,Masculino,62,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,53,2713,,
Nao,77,363,928.5,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,NV,Feminino,66,Nao,Sim,Nao,0,Nao,2 Anos,Cartao de Credito,13,1017,,
Nao,28,166,390.8,140.0,252.0,Sim,Sim,0.0,0,0,Nao,0,ID,Feminino,46,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,14,397,,
Nao,10,34,70.7,0.0,0.0,Nao,Nao,0.0,0,7,Sim,0,SD,Feminino,44,Nao,Nao,Nao,0,Nao,2 Anos,Cheque,15,156,,
Nao,18,139,285.6,0.0,0.0,Nao,Nao,0.0,0,12,Sim,0,IL,Masculino,41,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,42,754,,
Nao,14,61,129.6,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,AL,Masculino,43,Nao,Nao,Nao,0,Nao,2 Anos,Cheque,7,99,,
Nao,73,476,953.3,0.0,0.0,Nao,Nao,0.0,0,3,Sim,0,NJ,Feminino,36,Nao,Nao,Nao,0,Sim,2 Anos,Debito Automatico,54,3996,,
Nao,72,161,360.7,144.0,885.6,Sim,Sim,0.0,0,11,Sim,0,NV,Masculino,53,Nao,Nao,Nao,0,Sim,2 Anos,Debito Automatico,71,5129,,
Nao,43,81,213.4,0.0,0.0,Nao,Nao,0.0,0,4,Sim,0,IN,Feminino,37,Nao,Nao,Nao,0,Nao,Anual,Cartao de Credito,31,1306,,
Nao,65,258,843.6,0.0,0.0,Nao,Nao,0.0,0,13,Sim,0,WV,Feminino,82,Nao,Sim,Nao,0,Sim,Anual,Debito Automatico,47,3077,,
Nao,13,22,93.4,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,VA,Feminino,66,Nao,Sim,Nao,0,Sim,Anual,Debito Automatico,32,429,,
Nao,4,23,50.8,0.0,0.0,Nao,Nao,0.0,0,6,Sim,0,SC,Prefere não declarar,70,Nao,Sim,Nao,0,Nao,Anual,Debito Automatico,34,123,,
Nao,39,124,272.7,0.0,0.0,Nao,Nao,0.0,0,8,Nao,66,RI,Masculino,34,Nao,Nao,Nao,0,Sim,Anual,Cheque,38,1478,,
Nao,43,292,694.7,0.0,0.0,Nao,Nao,0.0,0,24,Sim,0,NM,Masculino,30,Nao,Nao,Nao,0,Sim,Anual,Debito Automatico,41,1798,,
Nao,49,220,592.9,0.0,0.0,Nao,Nao,0.0,0,15,Sim,0,OR,Feminino,27,Sim,Nao,Nao,0,Sim,Anual,Debito Automatico,37,1819,,
Nao,31,151,346.1,0.0,0.0,Nao,Nao,0.0,0,3,Sim,0,MI,Masculino,60,Nao,Nao,Nao,0,Sim,Anual,Cartao de Credito,39,1223,,
Nao,10,51,136.2,30.0,109.0,Sim,Sim,0.0,0,0,Nao,0,TX,Masculino,29,Sim,Nao,Nao,0,Nao,Mensal,Cartao de Credito,10,93,,
Nao,69,123,275.7,0.0,0.0,Nao,Nao,0.0,0,13,Sim,0,FL,Feminino,21,Sim,Nao,Nao,0,Sim,2 Anos,Debito Automatico,34,2373,,
Nao,51,84,202.6,0.0,0.0,Nao,Nao,0.0,0,5,Nao,6,TX,Masculino,49,Nao,Nao,Nao,0,Sim,Anual,Cartao de Credito,54,2733,,
Nao,27,89,218.4,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,UT,Feminino,67,Nao,Sim,Nao,0,Sim,Anual,Debito Automatico,25,672,,
Nao,55,335,767.4,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,NM,Masculino,84,Nao,Sim,Nao,0,Nao,Anual,Debito Automatico,56,3069,,
Nao,30,92,274.4,0.0,0.0,Nao,Nao,0.0,0,3,Sim,0,SC,Feminino,34,Nao,Nao,Nao,0,Nao,2 Anos,Debito Automatico,32,968,,
Nao,44,235,666.2,0.0,0.0,Nao,Nao,0.0,0,2,Sim,0,NC,Feminino,61,Nao,Nao,Nao,0,Sim,Anual,Cheque,73,3245,,
Nao,63,272,1003.7,0.0,0.0,Nao,Nao,0.0,0,14,Sim,0,WV,Feminino,60,Nao,Nao,Nao,0,Sim,2 Anos,Cheque,41,2574,,
Nao,48,129,336.0,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,RI,Masculino,68,Nao,Sim,Nao,0,Nao,2 Anos,Debito Automatico,15,701,,
Nao,19,89,267.6,0.0,0.0,Nao,Nao,0.0,0,6,Nao,9,NH,Feminino,65,Nao,Nao,Nao,0,Nao,Anual,Cheque,45,870,,
Nao,71,507,1071.9,213.0,702.9,Sim,Sim,0.0,0,0,Nao,0,MA,Feminino,33,Nao,Nao,Nao,0,Nao,2 Anos,Cartao de Credito,15,1076,,
Nao,58,280,635.2,0.0,0.0,Nao,Nao,0.0,0,11,Sim,0,OK,Masculino,48,Nao,Nao,Nao,0,Nao,2 Anos,Debito Automatico,21,1225,,
Nao,20,105,284.1,0.0,0.0,Nao,Nao,0.0,0,1,Sim,0,WY,Masculino,72,Nao,Sim,Nao,0,Nao,Anual,Debito Automatico,69,1404,,
Nao,21,31,82.5,0.0,0.0,Nao,Nao,0.0,0,6,Sim,0,SD,Masculino,76,Nao,Sim,Nao,0,Nao,Anual,Debito Automatico,36,750,,
Nao,14,51,154.4,0.0,0.0,Nao,Nao,0.0,0,1,Sim,0,AL,Masculino,50,Nao,Nao,Nao,0,Sim,Mensal,Debito Automatico,25,348,,
Nao,5,31,77.5,30.0,52.5,Sim,Sim,0.0,0,21,Sim,0,VT,Feminino,24,Sim,Nao,Nao,0,Nao,Mensal,Debito Automatico,26,125,,
Nao,6,31,70.3,0.0,0.0,Nao,Nao,0.0,0,10,Nao,0,MT,Feminino,32,Nao,Nao,Nao,0,Nao,Mensal,Cheque,22,131,,
Nao,10,19,48.7,0.0,0.0,Nao,Nao,0.0,0,3,Sim,0,MN,Feminino,43,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,30,295,,
Nao,68,115,406.4,0.0,0.0,Nao,Nao,0.0,0,30,Sim,0,MI,Feminino,24,Sim,Nao,Nao,0,Nao,Mensal,Cheque,20,1381,,
Nao,23,146,375.5,0.0,0.0,Nao,Nao,0.0,0,3,Sim,0,SD,Feminino,68,Nao,Sim,Nao,0,Nao,Anual,Cartao de Credito,42,994,,
Nao,21,72,146.3,0.0,0.0,Nao,Nao,0.0,0,4,Sim,0,MI,Feminino,34,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,29,610,,
Nao,33,309,528.4,0.0,0.0,Nao,Nao,0.0,0,21,Sim,0,NE,Masculino,26,Sim,Nao,Nao,0,Sim,Anual,Cheque,38,1257,,
Nao,22,99,201.2,0.0,0.0,Nao,Nao,0.0,0,4,Nao,41,WI,Masculino,49,Nao,Nao,Nao,0,Sim,Anual,Cartao de Credito,40,898,,
Nao,6,27,57.2,0.0,0.0,Nao,Nao,0.0,0,10,Sim,0,CT,Feminino,82,Nao,Sim,Nao,0,Nao,Anual,Debito Automatico,55,346,,
Nao,11,41,100.7,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,WI,Feminino,42,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,10,107,,
Nao,1,5,9.0,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,IN,Masculino,47,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,12,12,,
Nao,34,189,545.6,0.0,0.0,Nao,Nao,0.0,0,1,Sim,0,AR,Masculino,78,Nao,Sim,Nao,0,Sim,Anual,Debito Automatico,47,1591,,
Nao,23,83,209.4,0.0,0.0,Nao,Nao,0.0,0,5,Nao,74,MD,Masculino,37,Nao,Nao,Nao,0,Nao,Anual,Debito Automatico,28,656,,
Nao,4,12,47.3,0.0,0.0,Nao,Nao,0.0,0,1,Sim,0,RI,Masculino,53,Nao,Nao,Nao,0,Sim,Mensal,Debito Automatico,42,166,,
Nao,68,268,749.6,0.0,0.0,Nao,Nao,0.0,0,4,Sim,0,IA,Feminino,47,Nao,Nao,Nao,0,Sim,2 Anos,Cartao de Credito,40,2732,,
Nao,27,141,380.7,0.0,0.0,Nao,Nao,0.0,0,2,Sim,0,IN,Masculino,58,Nao,Nao,Nao,0,Sim,2 Anos,Cartao de Credito,44,1198,,
Nao,47,145,374.1,0.0,0.0,Nao,Nao,0.0,0,2,Nao,23,SD,Masculino,49,Nao,Nao,Nao,0,Sim,Anual,Cartao de Credito,30,1425,,
Nao,1,3,8.0,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,MN,Feminino,37,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,11,11,,
Nao,21,61,148.3,0.0,0.0,Nao,Nao,0.0,0,2,Sim,0,TX,Feminino,39,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,53,1125,,
Nao,43,99,297.8,0.0,0.0,Nao,Nao,0.0,0,7,Sim,0,VA,Feminino,27,Sim,Nao,Nao,0,Sim,2 Anos,Cartao de Credito,72,3047,,
Nao,5,23,49.3,0.0,0.0,Nao,Nao,0.0,0,3,Sim,0,MA,Feminino,65,Nao,Nao,Nao,0,Nao,Anual,Debito Automatico,38,188,,
Nao,52,395,671.7,0.0,0.0,Nao,Nao,0.0,0,8,Sim,0,MA,Masculino,25,Sim,Nao,Nao,0,Nao,Anual,Cartao de Credito,39,2030,,
Nao,68,445,1089.5,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,GA,Masculino,48,Nao,Nao,Nao,0,Nao,2 Anos,Cartao de Credito,12,797,,
Nao,35,144,424.4,70.0,329.0,Sim,Sim,0.0,0,5,Nao,55,SD,Masculino,68,Nao,Sim,Nao,0,Nao,Mensal,Cartao de Credito,50,1758,,
Nao,71,272,710.7,0.0,0.0,Nao,Nao,0.0,0,4,Sim,0,WY,Feminino,61,Nao,Nao,Nao,0,Sim,2 Anos,Debito Automatico,25,1805,,
Nao,1,3,8.0,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,VA,Masculino,43,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,26,26,,
Nao,9,32,78.2,0.0,0.0,Nao,Nao,0.0,0,6,Sim,0,OR,Feminino,30,Nao,Nao,Nao,0,Nao,Anual,Cartao de Credito,19,167,,
Nao,70,113,278.2,0.0,0.0,Nao,Nao,0.0,0,9,Sim,0,VA,Masculino,66,Nao,Sim,Nao,0,Nao,2 Anos,Debito Automatico,33,2319,,
Nao,50,180,350.2,0.0,0.0,Nao,Nao,0.0,0,36,Sim,0,ME,Feminino,29,Sim,Nao,Nao,0,Nao,Mensal,Cartao de Credito,49,2468,,
Nao,11,39,106.2,0.0,0.0,Nao,Nao,0.0,0,1,Sim,0,AL,Feminino,72,Nao,Sim,Nao,0,Nao,Anual,Debito Automatico,29,304,,
Nao,18,64,160.1,0.0,0.0,Nao,Nao,0.0,0,6,Sim,0,AZ,Feminino,84,Nao,Sim,Nao,0,Sim,Anual,Cartao de Credito,48,847,,
Nao,8,24,84.3,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,MT,Feminino,34,Nao,Nao,Nao,0,Nao,Anual,Cartao de Credito,10,81,,
Nao,47,379,745.7,0.0,0.0,Nao,Nao,0.0,0,11,Sim,0,AL,Masculino,30,Nao,Nao,Nao,0,Sim,Anual,Cartao de Credito,34,1593,,
Nao,70,383,976.5,0.0,0.0,Nao,Nao,0.0,0,1,Sim,0,WA,Feminino,67,Nao,Sim,Nao,0,Sim,2 Anos,Debito Automatico,47,3248,,
Nao,38,176,526.6,0.0,0.0,Nao,Nao,0.0,0,18,Sim,0,OR,Feminino,20,Sim,Nao,Nao,0,Nao,Mensal,Cartao de Credito,47,1762,,
Nao,33,79,301.4,0.0,0.0,Nao,Nao,0.0,0,3,Nao,5,GA,Feminino,74,Nao,Sim,Nao,0,Nao,Anual,Debito Automatico,23,773,,
Nao,73,326,943.5,0.0,0.0,Nao,Nao,0.0,0,4,Sim,0,MN,Feminino,57,Nao,Nao,Nao,0,Sim,2 Anos,Cartao de Credito,56,4087,,
Nao,65,130,323.9,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,IN,Masculino,48,Nao,Nao,Nao,0,Nao,Anual,Cartao de Credito,11,741,,
Nao,43,234,427.2,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,SC,Feminino,42,Nao,Nao,Nao,0,Nao,Anual,Cartao de Credito,7,296,,
Nao,1,8,15.0,0.0,0.0,Nao,Nao,0.0,0,11,Sim,0,VA,Feminino,69,Nao,Sim,Nao,0,Nao,Anual,Debito Automatico,41,41,,
Nao,67,197,402.1,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,VT,Feminino,28,Sim,Nao,Nao,0,Nao,2 Anos,Debito Automatico,13,859,,
Nao,22,140,243.9,0.0,0.0,Nao,Nao,0.0,0,7,Nao,26,AZ,Feminino,46,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,18,393,,
Nao,66,172,530.4,0.0,0.0,Nao,Nao,0.0,0,2,Sim,0,FL,Feminino,74,Nao,Sim,Nao,0,Sim,Anual,Debito Automatico,37,2458,,
Nao,36,81,217.7,0.0,0.0,Nao,Nao,0.0,0,3,Sim,0,AK,Masculino,55,Nao,Nao,Nao,0,Sim,2 Anos,Cartao de Credito,39,1403,,
Nao,15,49,183.3,60.0,151.5,Sim,Sim,0.0,0,24,Sim,0,AR,Masculino,29,Sim,Nao,Nao,0,Nao,Anual,Cartao de Credito,22,338,,
Nao,6,45,70.9,0.0,0.0,Nao,Nao,0.0,0,9,Sim,0,AR,Feminino,69,Nao,Sim,Nao,0,Nao,Anual,Debito Automatico,43,274,,
Sim,16,32,98.6,64.0,180.8,Sim,Sim,0.0,0,7,Sim,0,CA,Feminino,75,Nao,Sim,Nao,0,Nao,Anual,Debito Automatico,23,377,,
Nao,65,289,583.5,0.0,0.0,Nao,Nao,0.0,0,8,Sim,0,NM,Masculino,29,Sim,Nao,Nao,0,Nao,2 Anos,Debito Automatico,57,3687,,
Nao,41,99,248.2,0.0,0.0,Nao,Nao,0.0,0,6,Nao,56,SC,Masculino,66,Nao,Sim,Nao,0,Nao,Anual,Debito Automatico,62,2574,,
Nao,40,93,280.5,0.0,0.0,Nao,Nao,0.0,0,0,Sim,0,DE,Feminino,68,Nao,Sim,Nao,0,Nao,2 Anos,Debito Automatico,39,1579,,
Nao,57,372,858.4,0.0,0.0,Nao,Nao,0.0,0,9,Sim,0,OH,Masculino,59,Nao,Nao,Nao,0,Sim,Anual,Cartao de Credito,20,1151,,
Nao,46,76,184.1,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,MS,Feminino,37,Nao,Nao,Nao,0,Nao,2 Anos,Cartao de Credito,12,547,,
Nao,18,82,199.0,0.0,0.0,Nao,Nao,0.0,0,4,Sim,0,OK,Masculino,49,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,26,477,,
Nao,23,101,234.5,0.0,0.0,Nao,Nao,0.0,0,35,Nao,53,NC,Masculino,27,Sim,Nao,Nao,0,Nao,Mensal,Debito Automatico,22,511,,
Nao,1,6,15.0,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,MD,Feminino,34,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,12,12,,
Nao,71,359,635.2,0.0,0.0,Nao,Nao,0.0,0,3,Sim,0,KS,Masculino,64,Nao,Nao,Nao,0,Sim,Anual,Cartao de Credito,50,3538,,
Nao,34,85,234.6,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,NC,Prefere não declarar,67,Nao,Sim,Nao,0,Nao,Anual,Cartao de Credito,11,380,,
Sim,23,105,348.6,23.0,285.2,Sim,Sim,0.0,0,5,Sim,0,CA,Masculino,43,Nao,Nao,Nao,0,Nao,2 Anos,Cartao de Credito,16,364,,
Nao,56,155,393.6,0.0,0.0,Nao,Nao,0.0,0,6,Sim,0,NY,Feminino,48,Nao,Nao,Nao,0,Sim,Anual,Cartao de Credito,39,2214,,
Nao,38,176,569.2,0.0,0.0,Nao,Nao,0.0,0,10,Sim,0,AZ,Masculino,28,Sim,Nao,Nao,0,Nao,Mensal,Cartao de Credito,54,2043,,
Nao,43,107,215.2,0.0,0.0,Nao,Nao,0.0,0,27,Nao,15,SD,Feminino,32,Nao,Nao,Nao,0,Sim,Anual,Cartao de Credito,40,1738,,
Nao,1,5,10.0,0.0,0.0,Nao,Nao,0.0,0,3,Sim,0,DC,Masculino,30,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,13,13,,
Nao,59,326,947.5,118.0,678.5,Sim,Sim,0.0,0,3,Sim,0,MO,Feminino,56,Nao,Nao,Nao,0,Sim,2 Anos,Debito Automatico,54,3175,,
Nao,16,40,97.5,0.0,0.0,Nao,Nao,0.0,0,1,Sim,0,KS,Masculino,40,Nao,Nao,Nao,0,Sim,Anual,Debito Automatico,44,720,,
Nao,39,150,387.4,0.0,0.0,Nao,Nao,0.0,0,4,Sim,0,SD,Feminino,57,Nao,Nao,Nao,0,Sim,Anual,Debito Automatico,38,1480,,
Nao,73,101,292.1,292.0,416.1,Sim,Sim,0.0,0,8,Sim,0,OR,Masculino,75,Nao,Sim,Nao,0,Sim,2 Anos,Debito Automatico,23,1698,,
Nao,47,153,375.0,0.0,0.0,Nao,Nao,0.0,0,1,Sim,0,OH,Masculino,63,Nao,Nao,Nao,0,Sim,2 Anos,Debito Automatico,60,2811,,
Nao,43,227,557.6,0.0,0.0,Nao,Nao,0.0,0,3,Nao,35,NH,Feminino,49,Nao,Nao,Nao,0,Sim,Anual,Debito Automatico,24,1021,,
Nao,45,87,179.8,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,WI,Masculino,54,Nao,Nao,Nao,0,Sim,Mensal,Cartao de Credito,35,1564,,
Nao,27,42,108.6,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,WV,Feminino,53,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,55,1480,,
Nao,27,182,381.3,0.0,0.0,Nao,Nao,0.0,0,7,Sim,0,MA,Masculino,74,Nao,Sim,Nao,0,Sim,Anual,Debito Automatico,44,1188,,
Nao,2,12,26.2,0.0,0.0,Nao,Nao,0.0,0,11,Sim,0,MD,Feminino,78,Nao,Sim,Nao,0,Nao,Anual,Debito Automatico,23,47,,
Nao,18,97,277.0,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,PA,Feminino,46,Nao,Nao,Nao,0,Nao,Mensal,Cartao de Credito,7,125,,
Nao,41,78,207.5,0.0,0.0,Nao,Nao,0.0,0,5,Nao,56,WI,Feminino,81,Nao,Sim,Nao,0,Nao,Anual,Debito Automatico,54,2256,,
Nao,66,541,927.5,0.0,0.0,Nao,Nao,0.0,0,8,Sim,0,TN,Feminino,59,Nao,Nao,Nao,0,Sim,2 Anos,Cartao de Credito,57,3773,,
Nao,34,149,369.8,0.0,0.0,Nao,Nao,0.0,0,10,Sim,0,TX,Masculino,83,Nao,Sim,Nao,0,Sim,Anual,Debito Automatico,39,1305,,
Nao,33,108,198.2,0.0,0.0,Nao,Nao,0.0,0,2,Sim,0,IL,Masculino,71,Nao,Sim,Nao,0,Sim,Anual,Debito Automatico,35,1167,,
Nao,21,53,165.6,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,DC,Feminino,47,Nao,Nao,Nao,0,Nao,Anual,Cartao de Credito,8,171,,
Nao,32,112,284.4,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,GA,Feminino,45,Nao,Nao,Nao,0,Nao,Anual,Debito Automatico,7,235,,
Nao,12,64,142.3,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,ID,Feminino,56,Nao,Nao,Nao,0,Nao,Anual,Cartao de Credito,8,92,,
Nao,69,437,895.1,0.0,0.0,Nao,Nao,0.0,0,5,Nao,12,KY,Feminino,48,Nao,Nao,Nao,0,Nao,Anual,Debito Automatico,27,1880,,
Nao,21,92,255.5,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,OH,Masculino,66,Nao,Sim,Nao,0,Nao,2 Anos,Cartao de Credito,12,247,,
Nao,74,149,370.9,370.0,688.2,Sim,Sim,0.0,0,0,Nao,0,WI,Masculino,38,Nao,Nao,Nao,0,Nao,2 Anos,Cartao de Credito,13,963,,
Nao,61,88,243.7,0.0,0.0,Nao,Nao,0.0,0,10,Sim,0,IL,Masculino,63,Nao,Nao,Nao,0,Sim,Anual,Debito Automatico,58,3520,,
Nao,44,155,392.4,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,NV,Feminino,59,Nao,Nao,Nao,0,Nao,Anual,Debito Automatico,9,381,,
Nao,29,147,401.4,0.0,0.0,Nao,Nao,0.0,0,9,Sim,0,NE,Feminino,60,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,45,1281,,
Nao,51,117,307.2,0.0,0.0,Nao,Nao,0.0,0,17,Nao,0,MS,Masculino,23,Sim,Nao,Nao,0,Sim,Mensal,Debito Automatico,44,2251,,
Nao,50,226,602.1,0.0,0.0,Nao,Nao,0.0,0,11,Sim,0,OR,Feminino,69,Nao,Sim,Nao,0,Nao,Anual,Debito Automatico,33,1651,,
Nao,69,384,903.4,138.0,345.0,Sim,Sim,0.0,0,8,Sim,0,DE,Masculino,23,Sim,Nao,Nao,0,Sim,2 Anos,Debito Automatico,42,2926,,
Nao,7,22,44.3,0.0,0.0,Nao,Nao,0.0,0,1,Sim,0,MN,Feminino,65,Nao,Sim,Nao,0,Nao,Mensal,Debito Automatico,39,285,,
Nao,28,57,168.9,0.0,0.0,Nao,Nao,0.0,0,12,Nao,39,NJ,Masculino,45,Nao,Nao,Nao,0,Sim,Anual,Cartao de Credito,63,1766,,
Nao,43,193,518.5,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,IN,Masculino,58,Nao,Nao,Nao,0,Nao,Anual,Cartao de Credito,16,706,,
Nao,11,54,110.4,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,DC,Feminino,30,Nao,Nao,Nao,0,Sim,Mensal,Debito Automatico,24,260,,
Nao,55,150,329.7,220.0,599.5,Sim,Sim,0.0,0,10,Sim,0,MA,Feminino,80,Nao,Sim,Nao,0,Nao,Anual,Debito Automatico,28,1515,,
Nao,51,285,460.4,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,ME,Masculino,76,Nao,Sim,Nao,0,Sim,Anual,Debito Automatico,37,1904,,
Nao,18,115,295.2,0.0,0.0,Nao,Nao,0.0,0,8,Sim,0,AZ,Masculino,27,Sim,Nao,Nao,0,Nao,Mensal,Debito Automatico,46,844,,
Nao,68,326,1092.0,0.0,0.0,Nao,Nao,0.0,0,8,Nao,69,OR,Feminino,53,Nao,Nao,Nao,0,Nao,Anual,Debito Automatico,37,2521,,
Nao,73,409,1100.7,0.0,0.0,Nao,Nao,0.0,0,10,Sim,0,NE,Feminino,54,Nao,Nao,Nao,0,Sim,2 Anos,Cartao de Credito,36,2654,,
Nao,2,6,20.1,0.0,0.0,Nao,Nao,0.0,0,25,Sim,0,MI,Masculino,33,Nao,Nao,Nao,0,Sim,Mensal,Debito Automatico,27,61,,
Nao,46,264,728.7,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,PA,Masculino,21,Sim,Nao,Nao,0,Nao,2 Anos,Debito Automatico,11,513,,
Nao,27,151,372.9,0.0,0.0,Nao,Nao,0.0,0,15,Sim,0,MT,Feminino,49,Nao,Nao,Nao,0,Sim,Mensal,Cartao de Credito,18,475,,
Nao,35,74,207.2,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,NM,Masculino,26,Sim,Nao,Nao,0,Nao,Anual,Debito Automatico,13,456,,
Nao,74,282,965.2,0.0,0.0,Nao,Nao,0.0,0,2,Sim,0,OH,Masculino,56,Nao,Nao,Nao,0,Sim,2 Anos,Cartao de Credito,38,2843,,
Nao,35,59,175.9,0.0,0.0,Nao,Nao,0.0,0,26,Nao,9,WY,Masculino,29,Sim,Nao,Nao,0,Nao,Mensal,Debito Automatico,39,1383,,
Nao,1,7,16.0,0.0,0.0,Nao,Nao,0.0,0,4,Sim,0,MI,Masculino,63,Nao,Nao,Nao,0,Sim,Mensal,Cartao de Credito,27,27,,
Nao,50,283,749.0,0.0,0.0,Nao,Nao,0.0,0,7,Sim,0,FL,Feminino,81,Nao,Sim,Nao,0,Nao,Anual,Cartao de Credito,45,2229,,
Nao,53,261,580.4,0.0,0.0,Nao,Nao,0.0,0,9,Sim,0,AR,Feminino,61,Nao,Nao,Nao,0,Sim,Anual,Cartao de Credito,41,2188,,
Nao,37,201,548.1,259.0,355.2,Sim,Sim,0.0,0,8,Sim,0,WI,Feminino,57,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,51,1856,,
Nao,51,356,811.3,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,NM,Feminino,33,Nao,Nao,Nao,0,Nao,2 Anos,Debito Automatico,9,480,,
Nao,72,409,1082.2,0.0,0.0,Nao,Nao,0.0,0,6,Sim,0,ID,Masculino,50,Nao,Nao,Nao,0,Nao,2 Anos,Debito Automatico,49,3551,,
Nao,67,196,465.6,335.0,837.5,Sim,Nao,209.4,0,0,Nao,0,AL,Feminino,51,Nao,Nao,Nao,0,Nao,Anual,Cheque,16,1055,,
Nao,22,46,132.9,44.0,215.6,Sim,Nao,71.9,0,9,Sim,0,KS,Feminino,83,Nao,Sim,Nao,0,Sim,Anual,Cheque,35,769,,
Nao,60,335,892.6,180.0,498.0,Sim,Nao,249.0,0,0,Sim,0,SD,Masculino,33,Nao,Nao,Nao,0,Sim,Mensal,Debito Automatico,26,1520,,
Nao,58,332,929.8,58.0,643.8,Sim,Nao,214.6,0,0,Nao,0,OH,Feminino,22,Sim,Nao,Nao,0,Nao,2 Anos,Cheque,9,501,,
Nao,24,110,263.5,48.0,355.2,Sim,Nao,88.8,0,2,Nao,19,MA,Feminino,47,Nao,Nao,Nao,0,Sim,Mensal,Debito Automatico,36,851,,
Nao,30,103,298.0,60.0,279.0,Sim,Nao,69.8,0,8,Sim,0,AZ,Masculino,38,Nao,Nao,Nao,0,Sim,Anual,Debito Automatico,61,1826,,
Nao,29,165,469.2,203.0,281.3,Sim,Nao,70.3,0,11,Sim,0,KY,Feminino,24,Sim,Nao,Nao,0,Sim,2 Anos,Debito Automatico,40,1166,,
Nao,2,5,13.3,6.0,12.0,Sim,Nao,2.4,0,0,Nao,0,DC,Masculino,48,Nao,Nao,Nao,0,Nao,Mensal,Cheque,9,17,,
Nao,1,4,7.0,3.0,11.0,Sim,Nao,2.2,0,14,Sim,0,WA,Masculino,59,Nao,Nao,Nao,0,Nao,Mensal,Debito Automatico,31,31,,
Nao,23,35,93.0,207.0,220.8,Sim,Nao,110.4,0,20,Sim,0,RI,Feminino,23,Sim,Nao,Nao,0,Nao,Mensal,Debito Automatico,46,1076,,
